Filename,True_Label,Predicted_Score
3qoVdKiJBOI.mp3,1,0.3939956111816071
4uKlPjJPU50.mp3,1,0.7751177765320714
6C-K6M2TH90.mp3,1,0.8093403367451794
6JwrgERwBww.mp3,1,0.5543156386226838
7Pbn0bdSh6Q.mp3,1,0.7047007153379837
9677AxsqL5A.mp3,1,0.53333711166836
99769qTbOU4.mp3,1,0.797870255831977
ACNj3L2bzV8.mp3,1,0.66577148156471
B3kVSjot3gM.mp3,1,0.4006620163252813
Cjp9cLUnqMw.mp3,1,0.7893520340482976
FpxUSfQFCbg.mp3,1,0.7547821654684483
HPTqiuPlaFA.mp3,1,0.8891545703325223
I-SrGxoGFoE.mp3,1,0.8607044023612627
N3YzScSrj-U.mp3,1,0.8490056355713756
QCNwFDTkfYU.mp3,1,0.526828767179307
RahQABqliHU.mp3,1,0.7620476672333276
Ru3fB2l1RSo.mp3,1,0.47091162647258
UkpVoYYfX8Q.mp3,1,0.6195992179967579
VbXX4mLI8YY.mp3,1,0.3615682459974392
WbO0oDJk9t4.mp3,1,0.7273280905153465
WjwDZiAaTsQ.mp3,1,0.5253050847544233
XJqvBjTnoMc.mp3,1,0.22409637259664578
YATSuGzrCOM.mp3,1,0.7144974465454887
YJi5LiN5P8A.mp3,1,0.7192323198835837
YZExXLvI2Cs.mp3,1,0.750212083912543
ZZRB8Jp6oGo.mp3,1,0.8270872344378097
a3amxLGD_yo.mp3,1,0.24187371136153016
aMUom_lRBN4.mp3,1,0.9045846512596469
aQyUs4Uj7Cw.mp3,1,0.7792780309837085
fMt-f2aUW3c.mp3,1,0.2729360110328665
gJ4VnTyufW8.mp3,1,0.8638576127053852
h7CwfHNlQL0.mp3,1,0.5722987929452049
hJ5sB0fQits.mp3,1,0.6161246076562856
hRaqPMQ4WHw.mp3,1,0.7210293072973819
in4aSv89Eik.mp3,1,0.8348723953787899
jppNM0RGGWg.mp3,1,0.6490774905000604
kMG-1eCJAzI.mp3,1,0.11964721635768623
kfZ9_6C6AqU.mp3,1,0.8673971604820581
kyDZ_kBrD90.mp3,1,0.8672276926165765
lC14fuU8aPc.mp3,1,0.26000280156731187
la-DMoJhKa4.mp3,1,0.9364681898032133
n_zSqFov_n4.mp3,1,0.6883464601216474
oEJUkpyHw9k.mp3,1,0.6636385443970482
oPZLjqo0dqs.mp3,1,0.3043269131204861
pbYEZRFAe6A.mp3,1,0.734829681179447
qfwbWaJGAE0.mp3,1,0.8946674940536482
uSjsq0o_eS0.mp3,1,0.9213338361272919
uv9Dwo8x64U.mp3,1,0.6161918500605745
wD4pCYEIcl8.mp3,1,0.9018504703912387
xJSTIwDlBPM.mp3,1,0.5929704228099072
1Kf_6BWcOOg.mp3,0,0.30821208483057055
1PvBc2TOpE4.mp3,0,0.24480345833451642
2RicaUqd9Hg.mp3,0,0.1177723730588831
2d1wKn-oJnA.mp3,0,0.5737394784415618
2u2Z07ujyD8.mp3,0,0.30635534136859727
5tc0gLSSU1M.mp3,0,0.04643221978767006
7h9a_0opSIQ.mp3,0,0.2522554630213806
8zdg-pDF10g.mp3,0,0.41232332182496007
90M60PzmxEE.mp3,0,0.3351230316924293
9BznFjbcBVs.mp3,0,0.06945427114480061
AeZxDcjXbzE.mp3,0,0.6625497516536059
Ar48yzjn1PE.mp3,0,0.08635260784669872
C86jztHhLyk.mp3,0,0.7153620652646979
CUr_UwUUXzU.mp3,0,0.7508568447049011
De1LCQvbqV4.mp3,0,0.16066321297067826
FNEoPctNIUE.mp3,0,0.8497486589601246
FhPLQVlUiNQ.mp3,0,0.8083264198072246
GKdl-GCsNJ0.mp3,0,0.0984705659121264
GTEFSuFfgnU.mp3,0,0.6866860857631393
HCTunqv1Xt4.mp3,0,0.09013267019185334
HXY2Q9liGHk.mp3,0,0.7244264304221028
KRUWn3dLoRg.mp3,0,0.4516738984783791
Lf9OgcXV5cE.mp3,0,0.48143204560216857
Man4Xw8Xypo.mp3,0,0.10554466546370243
N4KvafPbauw.mp3,0,0.05531406481069555
QDYfEBY9NM4.mp3,0,0.18365746579626308
VikHHWrgb4Y.mp3,0,0.7701924619395462
W9kVVVMAcrQ.mp3,0,0.4594869825057135
YEVcnTIq1us.mp3,0,0.5896730752070107
b7kmP1fsGg8.mp3,0,0.3339049725567479
bp5SRjnAjrw.mp3,0,0.15383326031421052
dhdOPhTHeoE.mp3,0,0.28181362231378526
fCV9oqtwyVA.mp3,0,0.15721941191147962
gotEw1JrByY.mp3,0,0.5161353688734557
hZPXL9TB68Q.mp3,0,0.19140033870672196
ic8j13piAhQ.mp3,0,0.7966020634471815
l2UJmdM9Omw.mp3,0,0.6543910448799622
msGuqelopMA.mp3,0,0.23766381682554089
oxwAB3SECtc.mp3,0,0.13547085343192014
qnD1hwjR3WU.mp3,0,0.6957135767549582
s819Q9Yno5A.mp3,0,0.07873775450341254
tdVAqxNLXiw.mp3,0,0.046365679798474176
u9raS7-NisU.mp3,0,0.6782976237431498
uNv_Bu_L6C8.mp3,0,0.041528539489234906
v-FVihIlU2g.mp3,0,0.27444722076698136
v1HDt1tknTc.mp3,0,0.058867131214314854
v5UvS_Lc5Aw.mp3,0,0.13569291097990746
xYoxBQ03wUQ.mp3,0,0.07880663712936935
zp7NtW_hKJI.mp3,0,0.41013930713421953
zrzSHLmChfg.mp3,0,0.545311675314728
