Filename,Source_URL,Repository_Name,Generator_Architecture,Duration,Original_SONICS_File,SONICS_ID,SONICS_Split
new_ai_track_001.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00013_udio_0.mp3,13,test
new_ai_track_002.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00017_udio_0.mp3,17,test
new_ai_track_003.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00021_udio_0.mp3,21,test
new_ai_track_004.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00044_udio_0.mp3,44,test
new_ai_track_005.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00153_udio_0.mp3,153,test
new_ai_track_006.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00233_udio_0.mp3,233,test
new_ai_track_007.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00297_udio_0.mp3,297,test
new_ai_track_008.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00379_udio_0.mp3,379,test
new_ai_track_009.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00395_udio_0.mp3,395,test
new_ai_track_010.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00414_udio_0.mp3,414,test
new_ai_track_011.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00416_udio_0.mp3,416,test
new_ai_track_012.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00426_udio_0.mp3,426,test
new_ai_track_013.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00438_udio_0.mp3,438,test
new_ai_track_014.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00456_udio_0.mp3,456,test
new_ai_track_015.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00481_udio_0.mp3,481,test
new_ai_track_016.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00496_udio_0.mp3,496,test
new_ai_track_017.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00510_udio_0.mp3,510,test
new_ai_track_018.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00528_udio_0.mp3,528,test
new_ai_track_019.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00615_udio_0.mp3,615,test
new_ai_track_020.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00638_udio_0.mp3,638,test
new_ai_track_021.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00662_udio_0.mp3,662,test
new_ai_track_022.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00665_udio_0.mp3,665,test
new_ai_track_023.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00677_udio_0.mp3,677,test
new_ai_track_024.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00727_udio_0.mp3,727,test
new_ai_track_025.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00750_udio_0.mp3,750,test
new_ai_track_026.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00773_udio_0.mp3,773,test
new_ai_track_027.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00786_udio_0.mp3,786,test
new_ai_track_028.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00827_udio_0.mp3,827,test
new_ai_track_029.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00847_udio_0.mp3,847,test
new_ai_track_030.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00941_udio_0.mp3,941,test
new_ai_track_031.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00951_udio_0.mp3,951,test
new_ai_track_032.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_00977_udio_0.mp3,977,test
new_ai_track_033.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01054_udio_0.mp3,1054,test
new_ai_track_034.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01174_udio_0.mp3,1174,test
new_ai_track_035.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01192_udio_0.mp3,1192,test
new_ai_track_036.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01198_udio_0.mp3,1198,test
new_ai_track_037.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01236_udio_0.mp3,1236,test
new_ai_track_038.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01281_udio_0.mp3,1281,test
new_ai_track_039.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01409_udio_0.mp3,1409,test
new_ai_track_040.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01479_udio_0.mp3,1479,test
new_ai_track_041.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01492_udio_0.mp3,1492,test
new_ai_track_042.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01550_udio_0.mp3,1550,test
new_ai_track_043.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01582_udio_0.mp3,1582,test
new_ai_track_044.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01690_udio_0.mp3,1690,test
new_ai_track_045.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01721_udio_0.mp3,1721,test
new_ai_track_046.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01722_udio_0.mp3,1722,test
new_ai_track_047.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01723_udio_0.mp3,1723,test
new_ai_track_048.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01737_udio_0.mp3,1737,test
new_ai_track_049.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01761_udio_0.mp3,1761,test
new_ai_track_050.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01846_udio_0.mp3,1846,test
new_ai_track_051.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01938_udio_0.mp3,1938,test
new_ai_track_052.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01952_udio_0.mp3,1952,test
new_ai_track_053.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_01996_udio_0.mp3,1996,test
new_ai_track_054.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02027_udio_0.mp3,2027,test
new_ai_track_055.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02059_udio_0.mp3,2059,test
new_ai_track_056.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02116_udio_0.mp3,2116,test
new_ai_track_057.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02157_udio_0.mp3,2157,test
new_ai_track_058.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02179_udio_0.mp3,2179,test
new_ai_track_059.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02181_udio_0.mp3,2181,test
new_ai_track_060.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02211_udio_0.mp3,2211,test
new_ai_track_061.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02255_udio_0.mp3,2255,test
new_ai_track_062.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02275_udio_0.mp3,2275,test
new_ai_track_063.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02376_udio_0.mp3,2376,test
new_ai_track_064.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02410_udio_0.mp3,2410,test
new_ai_track_065.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02434_udio_0.mp3,2434,test
new_ai_track_066.mp3,https://huggingface.co/datasets/awsaf49/sonics/resolve/main/fake_songs/part_01.zip,"awsaf49/sonics (HuggingFace Datasets — SONICS, ICLR 2025)",Udio (udio-120s),131.22,fake_02440_udio_0.mp3,2440,test
